gene_id	m_subsystem	seq_file	seq_mapped_pdbs	struct_is_experimental	struct_pdb	uniprot_id	Copies_Glucose	Copies_LB	A14_07032	A14_07033	A14_07034	A14_07036	A14_07037	A14_07038	A14_07040	A14_07041	A14_07042	A14_07044	A14_07045	A14_07046	A14_07048	A14_07049	A14_07050	A14_07052	A14_07053	A14_07054	A14_07056	A14_07057	A14_07058	A14_07060	A14_07061	A14_07062	A14_07064	A14_07065	A14_07066	A14_07068	A14_07069	A14_07070	A14_07072	A14_07073	A14_07074	A14_07076	A14_07077	A14_07078	A14_07080	A14_07081	A14_07082	A14_07084	A14_07085	A14_07086	A14_07088	A14_07089	A14_07090	A14_07092	A14_07093	A14_07094	A14_07096	A14_07097	A14_07098	A14_07100	A14_07101	A14_07102	A14_07109	A14_07110	A14_07111	A14_07113	A14_07114	A14_07115	A14_07117	A14_07118	A14_07119	A14_07121	A14_07122	A14_07123	A14_07125	A14_07126	A14_07127
b0934	"Transport, Inner Membrane"	P75851.fasta		FALSE		P75851	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0933	"Transport, Inner Membrane"	P0AAI1.fasta		FALSE		P0AAI1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0367	"Transport, Inner Membrane"	Q47539.fasta		FALSE		Q47539	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0365	"Transport, Inner Membrane"	Q47537.fasta		FALSE		Q47537	N/A	N/A	0.001792041	0.003942985	0.000595428	0.005478543	0.002763358	0.006650985	0.005850165	0.006237054	0.004647946	0.00320385	0.003292449	0.00352078	0.003615272	0.004497419	0.006680057	0.005016096	0.005671613	0.005296017	0.006660409	0.005496301	0.007046739	0.008937588	0.007033655	0.003947388	0.006323406	0.005173803	0.003630326	0.002351922	0.003228958	0.002832183	0.005344444	0.003500261	0.004428682	0.0050372	0.005002909	0.00391799	0.001693089	0.003289874	0.001240353	0.006081963	0.001307915	0.000734028	0.003164392	0.003468188	0.005404092	0.00406533	0.005528074	0.00426145	0.007933751	0.011134849	0.011009279	0.161017656	0.267260636	0.258834142	0.00551265	0.00361246	0.007130459	0.003424011	0.004960885	0.003646107	0.003465696	0.002304311	0.003887916	0.004068954	0.004675846	0.003586475	0.007176841	0.006441399	0.010030706
b0366	"Transport, Inner Membrane"	Q47538.fasta		FALSE		Q47538	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b2215	"Transport, Outer Membrane Porin"	P06996.fasta	2J1N;2ZLE;2J4U;4A8D;3NB3	TRUE	2j1n	P06996	20763	56743	0.034931259	0.03276896	0.032527543	0.014917453	0.013984837	0.015830903	0.009821424	0.009795358	0.008966907	0.0161551	0.022307099	0.018651927	0.013910185	0.011981651	0.015171425	0.006702323	0.007191511	0.007236333	0.01271394	0.011950362	0.011529157	0.020935855	0.015862359	0.018924746	0.005850075	0.005462037	0.007118174	0.006245868	0.006210593	0.006206942	0.008612155	0.007726294	0.008150504	0.01039047	0.010569762	0.010008282	0.009850745	0.011283728	0.011717354	0.009978901	0.011405656	0.011471371	0.01490721	0.013819637	0.014598848	0.021708459	0.018582141	0.018860625	0.021064997	0.022141037	0.021356056	0.03380937	0.031735738	0.032193207	0.013703403	0.015105565	0.014552067	0.011930491	0.010464202	0.011150452	0.012059075	0.015788602	0.014135827	0.008558222	0.011851778	0.012849565	0.013292102	0.012109644	0.014644153
b0929	"Transport, Outer Membrane Porin"	P02931.fasta	4JFB;4GCS;2OMF;1GFP;4LSH;1MPF;1OPF;4GCQ;1HXX;2ZLD;3HWB;2ZFG;4GCP;4LSF;3POQ;3POX;4LSE;1GFO;1HXU;3HW9;3FYX;1GFQ;4LSI;1GFM;3K1B;1BT9;1GFN;3K19;4D5U;1HXT;3POU;3O0E	TRUE	2zfg	P02931	25214	18617	0.007986498	0.008605269	0.009121393	0.01381641	0.012977421	0.012998006	0.035736899	0.037576169	0.033921168	0.011354369	0.008360076	0.011429677	0.020837678	0.018893555	0.018230866	0.023081949	0.02296473	0.018336463	0.019864888	0.018661828	0.019814661	0.014842973	0.015435737	0.011099401	0.024218135	0.02325283	0.024833893	0.022938705	0.024506761	0.025141807	0.018298739	0.018388835	0.017948559	0.012601907	0.013920778	0.013625467	0.004091897	0.004408394	0.004386778	0.004718225	0.004787074	0.004658248	0.011475393	0.01256222	0.01318405	0.00625275	0.005969905	0.006133041	0.004669693	0.003472356	0.005978725	0.006573473	0.006506253	0.006846866	0.012106259	0.012531062	0.01301859	0.016238311	0.016757606	0.018750995	0.010682638	0.010884863	0.010402775	0.020339448	0.015501176	0.014974983	0.016849083	0.014635415	0.014026956
b0241	"Transport, Outer Membrane Porin"	P02932.fasta	1PHO	FALSE		P02932	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b1377	"Transport, Outer Membrane Porin"	P77747.fasta		FALSE		P77747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b2223	"Transport, Inner Membrane"	P76460.fasta		FALSE		P76460	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b2215	"Transport, Outer Membrane Porin"	P06996.fasta	2J1N;2ZLE;2J4U;4A8D;3NB3	TRUE	2j1n	P06996	20763	56743	0.034931259	0.03276896	0.032527543	0.014917453	0.013984837	0.015830903	0.009821424	0.009795358	0.008966907	0.0161551	0.022307099	0.018651927	0.013910185	0.011981651	0.015171425	0.006702323	0.007191511	0.007236333	0.01271394	0.011950362	0.011529157	0.020935855	0.015862359	0.018924746	0.005850075	0.005462037	0.007118174	0.006245868	0.006210593	0.006206942	0.008612155	0.007726294	0.008150504	0.01039047	0.010569762	0.010008282	0.009850745	0.011283728	0.011717354	0.009978901	0.011405656	0.011471371	0.01490721	0.013819637	0.014598848	0.021708459	0.018582141	0.018860625	0.021064997	0.022141037	0.021356056	0.03380937	0.031735738	0.032193207	0.013703403	0.015105565	0.014552067	0.011930491	0.010464202	0.011150452	0.012059075	0.015788602	0.014135827	0.008558222	0.011851778	0.012849565	0.013292102	0.012109644	0.014644153
b0929	"Transport, Outer Membrane Porin"	P02931.fasta	4JFB;4GCS;2OMF;1GFP;4LSH;1MPF;1OPF;4GCQ;1HXX;2ZLD;3HWB;2ZFG;4GCP;4LSF;3POQ;3POX;4LSE;1GFO;1HXU;3HW9;3FYX;1GFQ;4LSI;1GFM;3K1B;1BT9;1GFN;3K19;4D5U;1HXT;3POU;3O0E	TRUE	2zfg	P02931	25214	18617	0.007986498	0.008605269	0.009121393	0.01381641	0.012977421	0.012998006	0.035736899	0.037576169	0.033921168	0.011354369	0.008360076	0.011429677	0.020837678	0.018893555	0.018230866	0.023081949	0.02296473	0.018336463	0.019864888	0.018661828	0.019814661	0.014842973	0.015435737	0.011099401	0.024218135	0.02325283	0.024833893	0.022938705	0.024506761	0.025141807	0.018298739	0.018388835	0.017948559	0.012601907	0.013920778	0.013625467	0.004091897	0.004408394	0.004386778	0.004718225	0.004787074	0.004658248	0.011475393	0.01256222	0.01318405	0.00625275	0.005969905	0.006133041	0.004669693	0.003472356	0.005978725	0.006573473	0.006506253	0.006846866	0.012106259	0.012531062	0.01301859	0.016238311	0.016757606	0.018750995	0.010682638	0.010884863	0.010402775	0.020339448	0.015501176	0.014974983	0.016849083	0.014635415	0.014026956
b1377	"Transport, Outer Membrane Porin"	P77747.fasta		FALSE		P77747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0241	"Transport, Outer Membrane Porin"	P02932.fasta	1PHO	FALSE		P02932	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b3857	Cofactor and Prosthetic Group Biosynthesis	P32173.fasta	1FR9;1E5K;1H4E;1H4D;1FRW;1H4C;1HJL;1HJJ	TRUE	1e5k	P32173	14	10	0.014760117	0.015004386	0.015953442	0.018311501	0.016354111	0.017664742	0.018218722	0.019600986	0.01596401	0.011272003	0.011015114	0.007967164	0.011270965	0.015347778	0.012161071	0.01472773	0.016660136	0.015078307	0.018135947	0.01887348	0.014721343	0.017452797	0.016465126	0.017246556	0.013922231	0.012750075	0.012129262	0.009747483	0.010188686	0.013017873	0.008518331	0.008019504	0.009625149	0.00748867	0.008388133	0.01034297	0.007956679	0.012873844	0.009627499	0.008913688	0.008467091	0.01753793	0.014696703	0.010329811	0.014913798	0.027517646	0.023699812	0.027453033	0.019127181	0.04236026	0.030124162	0.018664703	0.021924695	0.015184239	0.014118058	0.013353334	0.014283678	0.011951366	0.011554156	0.009617354	0.010929493	0.011244463	0.009022764	0.010557995	0.008717342	0.010268345	0.011182162	0.015225343	0.012235477
b3856	Cofactor and Prosthetic Group Biosynthesis	P32125.fasta	1NP6;1P9N	TRUE	1np6	P32125	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b3857	Cofactor and Prosthetic Group Biosynthesis	P32173.fasta	1FR9;1E5K;1H4E;1H4D;1FRW;1H4C;1HJL;1HJJ	TRUE	1e5k	P32173	14	10	0.014760117	0.015004386	0.015953442	0.018311501	0.016354111	0.017664742	0.018218722	0.019600986	0.01596401	0.011272003	0.011015114	0.007967164	0.011270965	0.015347778	0.012161071	0.01472773	0.016660136	0.015078307	0.018135947	0.01887348	0.014721343	0.017452797	0.016465126	0.017246556	0.013922231	0.012750075	0.012129262	0.009747483	0.010188686	0.013017873	0.008518331	0.008019504	0.009625149	0.00748867	0.008388133	0.01034297	0.007956679	0.012873844	0.009627499	0.008913688	0.008467091	0.01753793	0.014696703	0.010329811	0.014913798	0.027517646	0.023699812	0.027453033	0.019127181	0.04236026	0.030124162	0.018664703	0.021924695	0.015184239	0.014118058	0.013353334	0.014283678	0.011951366	0.011554156	0.009617354	0.010929493	0.011244463	0.009022764	0.010557995	0.008717342	0.010268345	0.011182162	0.015225343	0.012235477
b3856	Cofactor and Prosthetic Group Biosynthesis	P32125.fasta	1NP6;1P9N	TRUE	1np6	P32125	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0827	Cofactor and Prosthetic Group Biosynthesis	P12281.fasta	1FC5;2NQM;2NRP;2NQR;2NQN;1G8L;2NQV;2NQS;2NRO;2NRS;1G8R;2NQQ;2NQU;2NQK	TRUE	1g8l	P12281	676	510	0.021541541	0.02249044	0.022453216	0.016792627	0.018513699	0.017192296	0.01252242	0.016356841	0.01922309	0.011235615	0.013876381	0.016049059	0.01223477	0.013693371	0.013675839	0.014259553	0.014819192	0.013822114	0.01340869	0.015338193	0.013707275	0.014935097	0.012559086	0.014013613	0.010659209	0.010201498	0.009772238	0.009074941	0.009495419	0.00787312	0.007643209	0.008303916	0.009088585	0.006871273	0.006846702	0.007033447	0.010972683	0.011107847	0.010177141	0.011758436	0.015657208	0.010545471	0.015427535	0.016834735	0.01717721	0.015832429	0.019128509	0.017141112	0.025289531	0.018698573	0.020616345	0.025973595	0.029735907	0.029893888	0.016666148	0.015779243	0.016784749	0.011017856	0.013468176	0.013270187	0.012153463	0.014324637	0.013140756	0.010451431	0.010481018	0.011273737	0.013255133	0.014860607	0.013527133
b1216	Inorganic Ion Transport and Metabolism	P31801.fasta		FALSE		P31801	N/A	N/A	0.020500062	0.028736652	0.030150521	0.020838989	0.017741144	0.021521699	0.012696603	0.013910573	0.014336334	0.006286906	0.006195783	0.006191044	0.010876238	0.011443707	0.008390828	0.007826215	0.007513415	0.008846613	0.015159875	0.016918792	0.01489577	0.013998599	0.015203775	0.024119419	0.019003382	0.017486773	0.015370766	0.011732601	0.010895229	0.015960718	0.009635894	0.013562851	0.010041773	0.009447808	0.010163505	0.008911183	0.008398519	0.011816125	0.011869902	0.01175856	0.011132453	0.010070646	0.024256156	0.023966755	0.019116515	0.012233481	0.000132576	0.015203535	0.026272079	0.034804448	0.031053896	0.008880745	0.01386366	0.012048021	0.013099862	0.010846925	0.015478878	0.017887564	0.011345602	0.013353984	0.005316085	0.004346399	0.005960369	0.007058923	0.011246073	0.009028316	0.023913639	0.030910906	0.026816361
b0241	"Transport, Outer Membrane Porin"	P02932.fasta	1PHO	FALSE		P02932	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b0929	"Transport, Outer Membrane Porin"	P02931.fasta	4JFB;4GCS;2OMF;1GFP;4LSH;1MPF;1OPF;4GCQ;1HXX;2ZLD;3HWB;2ZFG;4GCP;4LSF;3POQ;3POX;4LSE;1GFO;1HXU;3HW9;3FYX;1GFQ;4LSI;1GFM;3K1B;1BT9;1GFN;3K19;4D5U;1HXT;3POU;3O0E	TRUE	2zfg	P02931	25214	18617	0.007986498	0.008605269	0.009121393	0.01381641	0.012977421	0.012998006	0.035736899	0.037576169	0.033921168	0.011354369	0.008360076	0.011429677	0.020837678	0.018893555	0.018230866	0.023081949	0.02296473	0.018336463	0.019864888	0.018661828	0.019814661	0.014842973	0.015435737	0.011099401	0.024218135	0.02325283	0.024833893	0.022938705	0.024506761	0.025141807	0.018298739	0.018388835	0.017948559	0.012601907	0.013920778	0.013625467	0.004091897	0.004408394	0.004386778	0.004718225	0.004787074	0.004658248	0.011475393	0.01256222	0.01318405	0.00625275	0.005969905	0.006133041	0.004669693	0.003472356	0.005978725	0.006573473	0.006506253	0.006846866	0.012106259	0.012531062	0.01301859	0.016238311	0.016757606	0.018750995	0.010682638	0.010884863	0.010402775	0.020339448	0.015501176	0.014974983	0.016849083	0.014635415	0.014026956
b2215	"Transport, Outer Membrane Porin"	P06996.fasta	2J1N;2ZLE;2J4U;4A8D;3NB3	TRUE	2j1n	P06996	20763	56743	0.034931259	0.03276896	0.032527543	0.014917453	0.013984837	0.015830903	0.009821424	0.009795358	0.008966907	0.0161551	0.022307099	0.018651927	0.013910185	0.011981651	0.015171425	0.006702323	0.007191511	0.007236333	0.01271394	0.011950362	0.011529157	0.020935855	0.015862359	0.018924746	0.005850075	0.005462037	0.007118174	0.006245868	0.006210593	0.006206942	0.008612155	0.007726294	0.008150504	0.01039047	0.010569762	0.010008282	0.009850745	0.011283728	0.011717354	0.009978901	0.011405656	0.011471371	0.01490721	0.013819637	0.014598848	0.021708459	0.018582141	0.018860625	0.021064997	0.022141037	0.021356056	0.03380937	0.031735738	0.032193207	0.013703403	0.015105565	0.014552067	0.011930491	0.010464202	0.011150452	0.012059075	0.015788602	0.014135827	0.008558222	0.011851778	0.012849565	0.013292102	0.012109644	0.014644153
b1377	"Transport, Outer Membrane Porin"	P77747.fasta		FALSE		P77747	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b4132	"Transport, Inner Membrane"	P0AAE8.fasta		FALSE		P0AAE8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b1732	Unassigned	P21179.fasta	3VU3;3PQ2;1IPH;3P9Q;4ENP;3PQ3;3TTV;1YE9;3TTW;3PQ7;3P9S;1P7Y;1GGK;5BV2;4ENU;1GG9;1GGH;4ENR;4ENV;3TTU;4ENW;1P7Z;4ENT;3PQ5;1P80;1QF7;4BFL;1QWS;1P81;1CF9;1GGF;3PQ6;4ENQ;3P9R;1GGE;3TTT;3TTX;3PQ8;3P9P;3PQ4;1GGJ;4ENS	TRUE	3ttv	P21179	132	94	0.01414279	0.005558346	0.006832132	0.010594512	0.009606237	0.010911334	0.00552849	0.00631454	0.005136524	0.018495	0.022476527	0.018201782	0.020255459	0.021795605	0.023545733	0.016193052	0.016349273	0.016527334	0.016722457	0.017833165	0.015784812	0.009460632	0.010325389	0.012113245	0.013636868	0.014387507	0.019082997	0.02077421	0.022164601	0.01993816	0.024943916	0.026069018	0.023700723	0.028189403	0.028427005	0.026771272	0.005447826	0.005325166	0.005521437	0.005059232	0.005406635	0.005549686	0.008589111	0.009239741	0.009283491	0.010580362	0.011410485	0.010790692	0.005531191	0.006501566	0.004691135	0.018242114	0.019389946	0.016412081	0.007930946	0.00721101	0.008242513	0.016077672	0.015864349	0.017006326	0.028345905	0.029865174	0.031855989	0.008756008	0.018961046	0.019559738	0.010060874	0.010679524	0.007820977
b3942	Unassigned	P13029.fasta	1U2K;1U2J;1U2L	FALSE		P13029	1468	1917	0.015473234	0.009315612	0.010906981	0.01083161	0.011046843	0.010685849	0.009205539	0.009357495	0.010925549	0.013234756	0.011868786	0.013216213	0.015386358	0.015863635	0.017229085	0.028543056	0.026619288	0.027216376	0.013449244	0.016069091	0.01565961	0.017804493	0.018032451	0.018911691	0.015595346	0.016471089	0.016242433	0.02053835	0.02021421	0.018777382	0.020943811	0.022532097	0.023088675	0.023302106	0.024897025	0.024660662	0.003378748	0.001943503	0.002389272	0.002140827	0.002626602	0.001669747	0.010067333	0.009990339	0.010265012	0.005492079	0.008507173	0.007591353	0.016206593	0.01836426	0.018453822	0.009088024	0.011249298	0.010450482	0.010748856	0.009539572	0.011009462	0.019208899	0.019489349	0.019182827	0.019422808	0.020005909	0.019406991	0.01366984	0.016026663	0.016140982	0.014463032	0.014416322	0.013277993
b3196	Inorganic Ion Transport and Metabolism	P45394.fasta		FALSE		P45394	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
b1270	Cofactor and Prosthetic Group Biosynthesis	P0A9H5.fasta		FALSE		P0A9H5	215	952	0.035819589	0.054006124	0.043704582	0.013211022	0.014872323	0.013113068	0.04232579	0.035577906	0.057462325	0.010013377	0.008666923	0.010126432	0.01226185	0.008961264	0.011661904	0.01040945	0.010722767	0.011684492	0.037426914	0.031548499	0.025202444	0.015041167	0.013993266	0.015687055	0.009440815	0.009272248	0.009866819	0.009607846	0.010143776	0.010411843	0.010122156	0.009284101	0.008556202	0.005314957	0.006475501	0.006043554	0.003869099	0.002063129	0.002859602	0.002890202	0.00259356	0.002412852	0.01479969	0.017224068	0.015434346	0.015137845	0.001299002	0.008590233	0.006474892	0.00579462	0.007611424	0.006666466	0.005456498	0.006989375	0.014503146	0.010483977	0.008510017	0.016176794	0.01374885	0.01949127	0.013401	0.016148975	0.013237015	0.013532891	0.016596483	0.013910001	0.018272738	0.017507152	0.018272439
b3006	"Transport, Outer Membrane"	P0ABU7.fasta	5SV1;5SV0	TRUE	5sv0	P0ABU7	1015	705	0.009317616	0.010590845	0.016785531	0.015447685	0.016269016	0.014177393	0.021454141	0.020749867	0.026928201	0.00677596	0.009307484	0.008602282	0.011790195	0.012106931	0.012237157	0.014132974	0.013168353	0.011421898	0.012836414	0.01324254	0.013149048	0.007330076	0.015234106	0.013859238	0.015362746	0.01885018	0.013687791	0.009043317	0.008889009	0.008938331	0.005383004	0.006912512	0.006214903	0.004262537	0.004264744	0.0048759	0.006473411	0.004557893	0.003554837	0.004453903	0.005708385	0.003341638	0.01617248	0.020704507	0.014205686	0.020591073	0.034660461	0.026398807	0.023298643	0.02951771	0.030697168	0.022638636	0.024244997	0.022461541	0.029420361	0.024179918	0.025853986	0.012836038	0.012010854	0.008772887	0.007078626	0.004824764	0.006994315	0.016417391	0.014629791	0.016261059	0.020854698	0.025415821	0.027167791
b1252	"Transport, Outer Membrane"	P02929.fasta	1U07;1XX3;2GSK;1IHR;1QXX;2GRX	FALSE		P02929	120	91	0.009690059	0.010746992	0.014952685	0.01499809	0.016251512	0.01549207	0.016095672	0.018597032	0.01940585	0.007345938	0.009886842	0.007492206	0.012000817	0.01236109	0.011494792	0.01009018	0.011494725	0.012329731	0.011685275	0.012649263	0.012363413	0.010485535	0.014031148	0.015633218	0.014708381	0.013797918	0.010998259	0.008503157	0.007615406	0.010238655	0.007853118	0.008371359	0.006252617	0.006162954	0.007058412	0.006098484	0.007733239	0.007467818	0.005742477	0.008872122	0.005414013	0.00714601	0.0163806	0.017312451	0.014636199	0.027754758	0.018684778	0.028447095	0.029686629	0.04404475	0.03136777	0.029177583	0.019672146	0.022920342	0.023346214	0.027391246	0.024522181	0.015577083	0.011806203	0.01275061	0.010165192	0.007514459	0.009110564	0.012465212	0.013653807	0.013898069	0.020297229	0.019415886	0.020392409
